age_group,subject,topic,difficulty_level,example_type,input,output,solution_steps
8-10,Mathematics,Larger numbers,hard,numerical,"Subtract: 28,765 - 13,498","15,267","['Subtract ones: 5 - 8 → borrow, 15 - 8 = 7', 'Subtract tens: 6 - 9 → borrow, 16 - 9 = 7', 'Subtract hundreds: 7 - 4 = 3', 'Subtract thousands: 8 - 3 = 5', 'Ten-thousands: 2 - 1 = 1', 'Combine: 15,267']"
8-10,Mathematics,Larger numbers,easy,numerical,"Which is smaller: 5,432 or 5,423?","5,423 < 5,432","['Compare thousands: 5 = 5, equal', 'Compare hundreds: 4 = 4, equal', 'Compare tens: 3 > 2, so 5,423 < 5,432']"
8-10,Mathematics,Larger numbers,medium,numerical,"Round 19,684 to the nearest thousand","20,000","['Look at hundreds digit: 6', 'Since 6 ≥ 5, round up', 'Thousands digit 19 becomes 20, hundreds, tens, ones become 0', 'Result: 20,000']"
8-10,Mathematics,Larger numbers,hard,numerical,"Subtract: 36,542 - 17,865","18,677","['Subtract ones: 2 - 5 → borrow, 12 - 5 = 7', 'Subtract tens: 4 - 6 → borrow, 14 - 6 = 8', 'Subtract hundreds: 5 - 8 → borrow, 15 - 8 = 7', 'Subtract thousands: 5 - 7 → borrow, 15 - 7 = 8', 'Ten-thousands: 3 → 2 after borrow', 'Combine: 18,677']"
8-10,Mathematics,Larger numbers,easy,numerical,"Write in words: 7,305",Seven thousand three hundred five,"['Thousands: 7 = seven thousand', 'Hundreds: 3 = three hundred', 'Tens and ones: 05 = five', 'Combine: Seven thousand three hundred five']"
8-10,Mathematics,Larger numbers,easy,numerical,Write in numerals: Six thousand two hundred fourteen,"6,214","['Thousands: Six thousand = 6000', 'Hundreds: Two hundred = 200', 'Tens and ones: 14 = 14', 'Combine: 6000 + 200 + 14 = 6,214']"
8-10,Mathematics,Larger numbers,medium,numerical,"Compare: 8,321 ___ 8,312","8,321 > 8,312","['Compare thousands: 8 = 8, equal', 'Compare hundreds: 3 = 3, equal', 'Compare tens: 2 = 1 → 2 > 1, so 8,321 > 8,312']"
8-10,Mathematics,Larger numbers,medium,numerical,"Round 12,468 to the nearest hundred","12,500","['Look at tens digit: 6', 'Since 6 ≥ 5, round up', 'Hundreds digit 4 becomes 5, tens and ones become 0', 'Result: 12,500']"
8-10,Mathematics,Larger numbers,easy,numerical,"Add: 2,543 + 3,654","6,197","['Add ones: 3 + 4 = 7', 'Add tens: 4 + 5 = 9', 'Add hundreds: 5 + 6 = 11 → write 1, carry 1', 'Add thousands: 2 + 3 + 1 = 6', 'Combine: 6,197']"
8-10,Mathematics,Larger numbers,medium,numerical,"Subtract: 7,865 - 4,321","3,544","['Subtract ones: 5 - 1 = 4', 'Subtract tens: 6 - 2 = 4', 'Subtract hundreds: 8 - 4 = 4', 'Subtract thousands: 7 - 4 = 3', 'Combine: 3,544']"
8-10,Mathematics,Larger numbers,easy,numerical,"Which is greater: 4,321 or 4,312?","4,321 > 4,312","['Compare thousands: 4 = 4, equal', 'Compare hundreds: 3 = 3, equal', 'Compare tens: 2 = 1 → 2 > 1, so 4,321 > 4,312']"
8-10,Mathematics,Larger numbers,medium,numerical,"Round 9,487 to the nearest thousand","9,000","['Look at hundreds digit: 4', 'Since 4 < 5, round down', 'Thousands digit remains 9, hundreds, tens, ones become 0', 'Result: 9,000']"
8-10,Mathematics,Larger numbers,hard,numerical,"Subtract: 15,432 - 8,765","6,667","['Subtract ones: 2 - 5 → borrow, 12 - 5 = 7', 'Subtract tens: 3 - 6 → borrow, 13 - 6 = 7', 'Subtract hundreds: 4 - 7 → borrow, 14 - 7 = 7', 'Subtract thousands: 5 - 8 → borrow, 15 - 8 = 7', 'Ten-thousands: 1 → 0 after borrow', 'Combine: 6,667']"
8-10,Mathematics,Larger numbers,easy,numerical,"Write in words: 6,409",Six thousand four hundred nine,"['Thousands: 6 = six thousand', 'Hundreds: 4 = four hundred', 'Tens and ones: 09 = nine', 'Combine: Six thousand four hundred nine']"
8-10,Mathematics,Larger numbers,medium,numerical,"Compare: 17,845 ___ 17,854","17,845 < 17,854","['Compare ten-thousands: 1 = 1, equal', 'Compare thousands: 7 = 7, equal', 'Compare hundreds: 8 = 8, equal', 'Compare tens: 4 < 5, so 17,845 < 17,854']"
8-10,Mathematics,Larger numbers,medium,numerical,"Round 24,367 to the nearest hundred","24,400","['Look at tens digit: 6', 'Since 6 ≥ 5, round up', 'Hundreds digit 3 becomes 4, tens and ones become 0', 'Result: 24,400']"
8-10,Mathematics,Larger numbers,easy,numerical,"Add: 1,234 + 3,321","4,555","['Add ones: 4 + 1 = 5', 'Add tens: 3 + 2 = 5', 'Add hundreds: 2 + 3 = 5', 'Add thousands: 1 + 3 = 4', 'Combine: 4,555']"
8-10,Mathematics,Larger numbers,hard,numerical,"Subtract: 29,754 - 13,468","16,286","['Subtract ones: 4 - 8 → borrow, 14 - 8 = 6', 'Subtract tens: 5 - 6 → borrow, 15 - 6 = 9', 'Subtract hundreds: 7 - 4 = 3', 'Subtract thousands: 9 - 3 = 6', 'Ten-thousands: 2 - 1 = 1', 'Combine: 16,286']"
8-10,Mathematics,Larger numbers,medium,numerical,"Round 31,487 to the nearest thousand","31,000","['Look at hundreds digit: 4', 'Since 4 < 5, round down', 'Thousands digit remains 31, hundreds, tens, ones become 0', 'Result: 31,000']"
8-10,Mathematics,Larger numbers,hard,numerical,"Subtract: 46,532 - 27,465","19,067","['Subtract ones: 2 - 5 → borrow, 12 - 5 = 7', 'Subtract tens: 3 - 6 → borrow, 13 - 6 = 7', 'Subtract hundreds: 5 - 4 = 1', 'Subtract thousands: 6 - 7 → borrow, 16 - 7 = 9', 'Ten-thousands: 4 → 3 after borrow', 'Combine: 19,067']"
8-10,Mathematics,Larger numbers,easy,numerical,"Write in words: 8,604",Eight thousand six hundred four,"['Thousands: 8 = eight thousand', 'Hundreds: 6 = six hundred', 'Tens and ones: 04 = four', 'Combine: Eight thousand six hundred four']"
8-10,Mathematics,Larger numbers,easy,numerical,Write in numerals: Seven thousand three hundred twenty-one,"7,321","['Thousands: Seven thousand = 7000', 'Hundreds: Three hundred = 300', 'Tens and ones: 21 = 21', 'Combine: 7000 + 300 + 21 = 7,321']"
8-10,Mathematics,Larger numbers,medium,numerical,"Compare: 9,543 ___ 9,534","9,543 > 9,534","['Compare thousands: 9 = 9, equal', 'Compare hundreds: 5 = 5, equal', 'Compare tens: 4 > 3 → 4 > 3, so 9,543 > 9,534']"
8-10,Mathematics,Larger numbers,medium,numerical,"Round 18,472 to the nearest hundred","18,500","['Look at tens digit: 7', 'Since 7 ≥ 5, round up', 'Hundreds digit 4 becomes 5, tens and ones become 0', 'Result: 18,500']"
8-10,Mathematics,Larger numbers,easy,numerical,"Add: 4,215 + 5,432","9,647","['Add ones: 5 + 2 = 7', 'Add tens: 1 + 3 = 4', 'Add hundreds: 2 + 4 = 6', 'Add thousands: 4 + 5 = 9', 'Combine: 9,647']"
8-10,Mathematics,Larger numbers,medium,numerical,"Subtract: 8,654 - 2,321","6,333","['Subtract ones: 4 - 1 = 3', 'Subtract tens: 5 - 2 = 3', 'Subtract hundreds: 6 - 3 = 3', 'Subtract thousands: 8 - 2 = 6', 'Combine: 6,333']"
8-10,Mathematics,Larger numbers,easy,numerical,"Which is greater: 3,987 or 3,978?","3,987 > 3,978","['Compare thousands: 3 = 3, equal', 'Compare hundreds: 9 = 9, equal', 'Compare tens: 8 = 7 → 8 > 7, so 3,987 > 3,978']"
8-10,Mathematics,Larger numbers,medium,numerical,"Round 11,346 to the nearest thousand","11,000","['Look at hundreds digit: 3', 'Since 3 < 5, round down', 'Thousands digit remains 11, hundreds, tens, ones become 0', 'Result: 11,000']"
8-10,Mathematics,Larger numbers,hard,numerical,"Subtract: 13,876 - 7,432","6,444","['Subtract ones: 6 - 2 = 4', 'Subtract tens: 7 - 3 = 4', 'Subtract hundreds: 8 - 4 = 4', 'Subtract thousands: 3 - 7 → borrow, 13 - 7 = 6', 'Ten-thousands: 1 → 0 after borrow', 'Combine: 6,444']"
8-10,Mathematics,Larger numbers,easy,numerical,"Write in words: 5,908",Five thousand nine hundred eight,"['Thousands: 5 = five thousand', 'Hundreds: 9 = nine hundred', 'Tens and ones: 08 = eight', 'Combine: Five thousand nine hundred eight']"
8-10,Mathematics,Larger numbers,medium,numerical,"Compare: 16,245 ___ 16,254","16,245 < 16,254","['Compare ten-thousands: 1 = 1, equal', 'Compare thousands: 6 = 6, equal', 'Compare hundreds: 2 = 2, equal', 'Compare tens: 4 < 5, so 16,245 < 16,254']"
8-10,Mathematics,Larger numbers,medium,numerical,"Round 28,472 to the nearest hundred","28,500","['Look at tens digit: 7', 'Since 7 ≥ 5, round up', 'Hundreds digit 4 becomes 5, tens and ones become 0', 'Result: 28,500']"
8-10,Mathematics,Larger numbers,easy,numerical,"Add: 1,876 + 2,345","4,221","['Add ones: 6 + 5 = 11 → write 1, carry 1', 'Add tens: 7 + 4 + 1 = 12 → write 2, carry 1', 'Add hundreds: 8 + 3 + 1 = 12 → write 2, carry 1', 'Add thousands: 1 + 2 + 1 = 4', 'Combine: 4,221']"
8-10,Mathematics,Larger numbers,hard,numerical,"Subtract: 35,764 - 18,532","17,232","['Subtract ones: 4 - 2 = 2', 'Subtract tens: 6 - 3 = 3', 'Subtract hundreds: 7 - 5 = 2', 'Subtract thousands: 5 - 8 → borrow, 15 - 8 = 7', 'Ten-thousands: 3 → 2 after borrow', 'Combine: 17,232']"
8-10,Mathematics,Larger numbers,easy,numerical,"Which is smaller: 7,432 or 7,423?","7,423 < 7,432","['Compare thousands: 7 = 7, equal', 'Compare hundreds: 4 = 4, equal', 'Compare tens: 3 = 2 → 2 < 3, so 7,423 < 7,432']"
8-10,Mathematics,Larger numbers,medium,numerical,"Round 39,648 to the nearest thousand","40,000","['Look at hundreds digit: 6', 'Since 6 ≥ 5, round up', 'Thousands digit 39 → 40, hundreds, tens, ones become 0', 'Result: 40,000']"
8-10,Mathematics,Larger numbers,hard,numerical,"Subtract: 54,321 - 27,654","26,667","['Subtract ones: 1 - 4 → borrow, 11 - 4 = 7', 'Subtract tens: 2 - 5 → borrow, 12 - 5 = 7', 'Subtract hundreds: 3 - 6 → borrow, 13 - 6 = 7', 'Subtract thousands: 4 - 7 → borrow, 14 - 7 = 7', 'Ten-thousands: 5 → 4 after borrow', 'Combine: 26,667']"
8-10,Mathematics,Larger numbers,easy,numerical,"Write in words: 9,702",Nine thousand seven hundred two,"['Thousands: 9 = nine thousand', 'Hundreds: 7 = seven hundred', 'Tens and ones: 02 = two', 'Combine: Nine thousand seven hundred two']"
8-10,Mathematics,Larger numbers,easy,numerical,Write in numerals: Eight thousand four hundred nineteen,"8,419","['Thousands: Eight thousand = 8000', 'Hundreds: Four hundred = 400', 'Tens and ones: 19 = 19', 'Combine: 8000 + 400 + 19 = 8,419']"
8-10,Mathematics,Larger numbers,medium,numerical,"Compare: 12,876 ___ 12,867","12,876 > 12,867","['Compare thousands: 12 = 12, equal', 'Compare hundreds: 8 = 8, equal', 'Compare tens: 7 > 6 → 12,876 > 12,867']"
8-10,Mathematics,Larger numbers,medium,numerical,"Round 23,457 to the nearest hundred","23,500","['Look at tens digit: 5', 'Since 5 ≥ 5, round up', 'Hundreds digit 4 becomes 5, tens and ones become 0', 'Result: 23,500']"
8-10,Mathematics,Larger numbers,easy,numerical,"Add: 3,765 + 4,234","7,999","['Add ones: 5 + 4 = 9', 'Add tens: 6 + 3 = 9', 'Add hundreds: 7 + 2 = 9', 'Add thousands: 3 + 4 = 7', 'Combine: 7,999']"
8-10,Mathematics,Larger numbers,medium,numerical,"Round 14,678 to the nearest thousand","15,000","['Look at hundreds digit: 6', 'Since 6 ≥ 5, round up', 'Thousands digit 14 becomes 15, hundreds, tens, ones become 0', 'Result: 15,000']"
8-10,Mathematics,Larger numbers,easy,numerical,"Write in words: 6,802",Six thousand eight hundred two,"['Thousands: 6 = six thousand', 'Hundreds: 8 = eight hundred', 'Tens and ones: 02 = two', 'Combine: Six thousand eight hundred two']"
8-10,Mathematics,Larger numbers,medium,numerical,"Round 27,463 to the nearest hundred","27,500","['Look at tens digit: 6', 'Since 6 ≥ 5, round up', 'Hundreds digit 4 becomes 5, tens and ones become 0', 'Result: 27,500']"
8-10,Mathematics,Larger numbers,hard,numerical,"Subtract: 31,876 - 14,432","17,444","['Subtract ones: 6 - 2 = 4', 'Subtract tens: 7 - 3 = 4', 'Subtract hundreds: 8 - 4 = 4', 'Subtract thousands: 1 - 4 → borrow, 11 - 4 = 7', 'Ten-thousands: 3 → 2 after borrow', 'Combine: 17,444']"
8-10,Mathematics,Larger numbers,medium,numerical,"Round 41,384 to the nearest thousand","41,000","['Look at hundreds digit: 3', 'Since 3 < 5, round down', 'Thousands digit remains 41, hundreds, tens, ones become 0', 'Result: 41,000']"
8-10,Mathematics,Larger numbers,hard,numerical,"Subtract: 62,543 - 28,765","33,778","['Subtract ones: 3 - 5 → borrow, 13 - 5 = 8', 'Subtract tens: 4 - 6 → borrow, 14 - 6 = 8', 'Subtract hundreds: 5 - 7 → borrow, 15 - 7 = 8', 'Subtract thousands: 2 - 8 → borrow, 12 - 8 = 4', 'Ten-thousands: 6 → 5 after borrow', 'Combine: 33,778']"
8-10,Mathematics,Larger numbers,easy,numerical,"Write in words: 5,609",Five thousand six hundred nine,"['Thousands: 5 = five thousand', 'Hundreds: 6 = six hundred', 'Tens and ones: 09 = nine', 'Combine: Five thousand six hundred nine']"
8-10,Mathematics,Larger numbers,easy,numerical,Write in numerals: Nine thousand three hundred twelve,"9,312","['Thousands: Nine thousand = 9000', 'Hundreds: Three hundred = 300', 'Tens and ones: 12 = 12', 'Combine: 9000 + 300 + 12 = 9,312']"
8-10,Mathematics,Larger numbers,medium,numerical,"Compare: 14,763 ___ 14,736","14,763 > 14,736","['Compare ten-thousands: 1 = 1, equal', 'Compare thousands: 4 = 4, equal', 'Compare hundreds: 7 = 7, equal', 'Compare tens: 6 > 3 → 14,763 > 14,736']"
8-10,Mathematics,Larger numbers,medium,numerical,"Round 18,524 to the nearest hundred","18,500","['Look at tens digit: 2', 'Since 2 < 5, round down', 'Hundreds digit 5 remains 5, tens and ones become 0', 'Result: 18,500']"
8-10,Mathematics,Larger numbers,easy,numerical,"Add: 3,876 + 2,345","6,221","['Add ones: 6 + 5 = 11 → write 1, carry 1', 'Add tens: 7 + 4 + 1 = 12 → write 2, carry 1', 'Add hundreds: 8 + 3 + 1 = 12 → write 2, carry 1', 'Add thousands: 3 + 2 + 1 = 6', 'Combine: 6,221']"
8-10,Mathematics,Larger numbers,medium,numerical,"Subtract: 12,876 - 6,543","6,333","['Subtract ones: 6 - 3 = 3', 'Subtract tens: 7 - 4 = 3', 'Subtract hundreds: 8 - 5 = 3', 'Subtract thousands: 2 - 6 → borrow, 12 - 6 = 6', 'Ten-thousands: 1 → 0 after borrow', 'Combine: 6,333']"
8-10,Mathematics,Larger numbers,medium,numerical,"Round 27,689 to the nearest thousand","28,000","['Look at hundreds digit: 6', 'Since 6 ≥ 5, round up', 'Thousands digit 27 becomes 28, hundreds, tens, ones become 0', 'Result: 28,000']"
8-10,Mathematics,Larger numbers,hard,numerical,"Subtract: 23,765 - 12,487","11,278","['Subtract ones: 5 - 7 → borrow, 15 - 7 = 8', 'Subtract tens: 6 - 8 → borrow, 16 - 8 = 8', 'Subtract hundreds: 7 - 4 = 3', 'Subtract thousands: 3 - 2 = 1', 'Ten-thousands: 2 - 1 = 1', 'Combine: 11,278']"
8-10,Mathematics,Larger numbers,easy,numerical,"Write in words: 8,506",Eight thousand five hundred six,"['Thousands: 8 = eight thousand', 'Hundreds: 5 = five hundred', 'Tens and ones: 06 = six', 'Combine: Eight thousand five hundred six']"
8-10,Mathematics,Larger numbers,medium,numerical,"Round 39,472 to the nearest hundred","39,500","['Look at tens digit: 7', 'Since 7 ≥ 5, round up', 'Hundreds digit 4 becomes 5, tens and ones become 0', 'Result: 39,500']"
8-10,Mathematics,Larger numbers,easy,numerical,"Add: 1,876 + 2,543","4,419","['Add ones: 6 + 3 = 9', 'Add tens: 7 + 4 = 11 → write 1, carry 1', 'Add hundreds: 8 + 5 + 1 = 14 → write 4, carry 1', 'Add thousands: 1 + 2 + 1 = 4', 'Combine: 4,419']"
8-10,Mathematics,Larger numbers,hard,numerical,"Subtract: 35,642 - 18,375","17,267","['Subtract ones: 2 - 5 → borrow, 12 - 5 = 7', 'Subtract tens: 4 - 7 → borrow, 14 - 7 = 7', 'Subtract hundreds: 6 - 3 = 3', 'Subtract thousands: 5 - 8 → borrow, 15 - 8 = 7', 'Ten-thousands: 3 → 2 after borrow', 'Combine: 17,267']"
8-10,Mathematics,Larger numbers,medium,numerical,"Round 41,538 to the nearest thousand","42,000","['Look at hundreds digit: 5', 'Since 5 ≥ 5, round up', 'Thousands digit 41 becomes 42, hundreds, tens, ones become 0', 'Result: 42,000']"
8-10,Mathematics,Larger numbers,hard,numerical,"Subtract: 52,864 - 27,459","25,405","['Subtract ones: 4 - 9 → borrow, 14 - 9 = 5', 'Subtract tens: 6 - 5 = 1', 'Subtract hundreds: 8 - 4 = 4', 'Subtract thousands: 2 - 7 → borrow, 12 - 7 = 5', 'Ten-thousands: 5 → 4 after borrow', 'Combine: 25,405']"
8-10,Mathematics,Larger numbers,easy,numerical,"Write in words: 9,407",Nine thousand four hundred seven,"['Thousands: 9 = nine thousand', 'Hundreds: 4 = four hundred', 'Tens and ones: 07 = seven', 'Combine: Nine thousand four hundred seven']"
8-10,Mathematics,Larger numbers,easy,numerical,Write in numerals: Seven thousand eight hundred twenty-one,"7,821","['Thousands: Seven thousand = 7000', 'Hundreds: Eight hundred = 800', 'Tens and ones: 21 = 21', 'Combine: 7000 + 800 + 21 = 7,821']"
8-10,Mathematics,Larger numbers,medium,numerical,"Compare: 11,432 ___ 11,423","11,432 > 11,423","['Compare thousands: 11 = 11, equal', 'Compare hundreds: 4 = 4, equal', 'Compare tens: 3 > 2 → 11,432 > 11,423']"
8-10,Mathematics,Larger numbers,medium,numerical,"Round 13,678 to the nearest hundred","13,700","['Look at tens digit: 7', 'Since 7 ≥ 5, round up', 'Hundreds digit 6 becomes 7, tens and ones become 0', 'Result: 13,700']"
8-10,Mathematics,Larger numbers,easy,numerical,"Add: 4,321 + 3,210","7,531","['Add ones: 1 + 0 = 1', 'Add tens: 2 + 1 = 3', 'Add hundreds: 3 + 2 = 5', 'Add thousands: 4 + 3 = 7', 'Combine: 7,531']"
8-10,Mathematics,Larger numbers,medium,numerical,"Subtract: 14,765 - 6,432","8,333","['Subtract ones: 5 - 2 = 3', 'Subtract tens: 6 - 3 = 3', 'Subtract hundreds: 7 - 4 = 3', 'Subtract thousands: 4 - 6 → borrow, 14 - 6 = 8', 'Ten-thousands: 1 → 0 after borrow', 'Combine: 8,333']"
8-10,Mathematics,Larger numbers,easy,numerical,"Which is greater: 6,543 or 6,534?","6,543 > 6,534","['Compare thousands: 6 = 6, equal', 'Compare hundreds: 5 = 5, equal', 'Compare tens: 4 > 3 → 6,543 > 6,534']"
8-10,Mathematics,Larger numbers,medium,numerical,"Round 22,486 to the nearest thousand","22,000","['Look at hundreds digit: 4', 'Since 4 < 5, round down', 'Thousands digit remains 22, hundreds, tens, ones become 0', 'Result: 22,000']"
8-10,Mathematics,Larger numbers,hard,numerical,"Subtract: 31,642 - 18,475","13,167","['Subtract ones: 2 - 5 → borrow, 12 - 5 = 7', 'Subtract tens: 4 - 7 → borrow, 14 - 7 = 7', 'Subtract hundreds: 6 - 4 = 2', 'Subtract thousands: 1 - 8 → borrow, 11 - 8 = 3', 'Ten-thousands: 3 → 2 after borrow', 'Combine: 13,167']"
8-10,Mathematics,Larger numbers,easy,numerical,"Write in words: 7,809",Seven thousand eight hundred nine,"['Thousands: 7 = seven thousand', 'Hundreds: 8 = eight hundred', 'Tens and ones: 09 = nine', 'Combine: Seven thousand eight hundred nine']"
8-10,Mathematics,Larger numbers,medium,numerical,"Compare: 18,365 ___ 18,356","18,365 > 18,356","['Compare ten-thousands: 1 = 1, equal', 'Compare thousands: 8 = 8, equal', 'Compare hundreds: 3 = 3, equal', 'Compare tens: 6 > 5 → 18,365 > 18,356']"
8-10,Mathematics,Larger numbers,medium,numerical,"Round 27,894 to the nearest hundred","27,900","['Look at tens digit: 9', 'Since 9 ≥ 5, round up', 'Hundreds digit 8 becomes 9, tens and ones become 0', 'Result: 27,900']"
8-10,Mathematics,Larger numbers,easy,numerical,"Add: 2,987 + 3,654","6,641","['Add ones: 7 + 4 = 11 → write 1, carry 1', 'Add tens: 8 + 5 + 1 = 14 → write 4, carry 1', 'Add hundreds: 9 + 6 + 1 = 16 → write 6, carry 1', 'Add thousands: 2 + 3 + 1 = 6', 'Combine: 6,641']"
8-10,Mathematics,Larger numbers,hard,numerical,"Subtract: 47,632 - 29,487","18,145","['Subtract ones: 2 - 7 → borrow, 12 - 7 = 5', 'Subtract tens: 3 - 8 → borrow, 13 - 8 = 5', 'Subtract hundreds: 6 - 4 = 2', 'Subtract thousands: 7 - 9 → borrow, 17 - 9 = 8', 'Ten-thousands: 4 → 3 after borrow', 'Combine: 18,145']"
8-10,Mathematics,Larger numbers,easy,numerical,"Which is smaller: 8,764 or 8,756?","8,756 < 8,764","['Compare thousands: 8 = 8, equal', 'Compare hundreds: 7 = 7, equal', 'Compare tens: 6 > 5 → 8,756 < 8,764']"
8-10,Mathematics,Larger numbers,medium,numerical,"Round 34,276 to the nearest thousand","34,000","['Look at hundreds digit: 2', 'Since 2 < 5, round down', 'Thousands digit remains 34, hundreds, tens, ones become 0', 'Result: 34,000']"
8-10,Mathematics,Larger numbers,hard,numerical,"Subtract: 59,874 - 32,659","27,215","['Subtract ones: 4 - 9 → borrow, 14 - 9 = 5', 'Subtract tens: 7 - 5 = 2', 'Subtract hundreds: 8 - 6 = 2', 'Subtract thousands: 9 - 2 = 7', 'Ten-thousands: 5 - 3 = 2', 'Combine: 27,215']"
8-10,Mathematics,Larger numbers,easy,numerical,"Write in words: 3,205",Three thousand two hundred five,"['Thousands: 3 = three thousand', 'Hundreds: 2 = two hundred', 'Tens and ones: 05 = five', 'Combine: Three thousand two hundred five']"
